path,frame_count,uniform_frames,key_frames
data/MVBench/video/Moments_in_Time_Raw/videos/validation/sniffing/getty-grey-shorttailed-opossum-face-looking-to-camera-in-burrow-video-id143567341_13.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/imitating/vine-MBP0j1MTjnz_3.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/splashing/getty-dense-group-of-flamingoes-splashing-and-preening-in-shallows-of-lake-video-id687154607_39.mp4,75,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/running/yt-BwdOXyuPEfQ_321.mp4,91,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/flicking/getty-grilled-shrimps-in-fire-slow-motion-video-id621306510_26.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/studying/getty-top-view-of-student-using-computer-in-beijing-university-library-video-id180289686_3.mp4,72,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/raining/getty-close-up-woman-looking-out-window-at-rain-with-worried-expression-video-id587-33_6.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/raining/yt-Xi_spA6xki0_35.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/raining/yt-82gy_eaK6N4_35.mp4,24,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/pouring/getty-green-plants-video-id468732990_11.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/skating/yt--MAYaJ5cyOE_70.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/extinguishing/yt-gDDZcSyRdPs_342.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/extinguishing/vb-BIO-Hesprides-A-33-Indian-Ocean-02-March-2011-Fire-drill-procedures-in-the-ship-A-33-Hesperides-4y7NkbNYxijzcmnj5_1.mp4,75,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/landing/getty-dragonfly-perched-on-a-branch-and-bokeh-on-water-waves-video-id638698770_2.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/landing/vine-Landing-priimo-sucks-MLJn5Fg9FXb_2.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/landing/getty-tracking-shot-of-space-shuttle-columbia-landing-video-id207-66_2.mp4,75,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/clawing/getty-black-cat-tearing-apart-toy-mouse-video-id467715164_4.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/clawing/getty-man-scratching-his-head-opening-one-eye-and-yawning-after-waking-up-video-id81863519_1.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/sketching/LT7u09z55Qc_33.mp4,91,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/sprinting/yt-VeuMqUxbGhA_71.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/shopping/yt-tnjup5sitTQ_29.mp4,73,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/grinning/yt-lZsYczEh1rM_667.mp4,91,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/grinning/yt-9776f2sEjsI_256.mp4,75,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/talking/flickr-2-1-7-6-7-9-8-9-14321767989_1.mp4,91,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/draining/flickr-0-8-5-6-8-5-1-1-21808568511_5.mp4,91,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/gripping/getty-winter-sunset-with-woman-on-smart-phone-video-id638424790_8.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/loading/getty-apps-fill-smart-phones-loop-video-id187196035_3.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/rafting/yt-3zNJhLmC1KU_116.mp4,75,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/sliding/yt-j4dBeaFZAj4_4.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/sliding/getty-cross-step-video-id458067452_10.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/sanding/getty-woodworking-video-id665430696_5.mp4,75,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/rolling/vine-hrjY1jMau0Z_3.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/buying/getty-man-sitting-at-a-bar-with-another-patron-opens-an-envelope-full-of-video-id573832645_10.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/tying/yt-8iag2AIRTtQ_7.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/discussing/yt-OFAMPnVTb8E_608.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/leaning/getty-young-woman-using-smart-phone-in-a-modern-office-video-id482408526_1.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/giving/getty-pantages-theater-marquee-for-the-30th-annual-academy-awards-honoring-video-id136343623_28.mp4,91,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/giving/getty-hiker-assists-teammate-on-mountain-top-video-id576881662_3.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/camping/flickr-2-1-2-1-4-7-1-6-24421214716_50.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/selling/getty-4kpeople-shopping-in-the-market-on-chinese-new-year-eve-video-id509284068_8.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/hugging/getty-girl-cuddling-a-puppy-outdoors-in-the-garden-video-id472807035_8.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/hugging/yt-RLwOeYDRpY0_46.mp4,72,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/rocking/getty-mother-bottle-nursing-baby-video-id576496352_1.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/rocking/yt-7dvX95jqwxM_15.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/crying/yt-hMDnEKCQv5s_495.mp4,75,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/pitching/flickr-8-3-1-7-0-1-4-1-2483170141_1.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/wrestling/yt-RgnfnsPiFNo_17.mp4,75,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/inflating/yt--fEZBVwh4V4_44.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/washing/yt-kde4HEPOi5Y_72.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/guarding/getty-secretary-of-state-edward-stettinius-deplanes-from-usaaf-plane-shakes-video-id638643462_15.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/guarding/getty--video-idmr_00029721_9.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/guarding/getty-police-line-do-not-cross-video-id129878160_1.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/guarding/getty-member-of-the-dc-police-threatens-to-arrest-a-pedestrian-watching-video-id519066882_55.mp4,91,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/ascending/getty-girl-on-playground-video-id103846941_10.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/ascending/flickr-3-2-6-11671834326_90.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/drilling/vb-cordless-screwdriver-being-used-brmlhj0egiv7zhv7k_9.mp4,75,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/biting/getty-black-bear-eating-a-fish-video-id117972862_12.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/unpacking/getty_R-medium-shot-tilt-up-angry-woman-packing-up-belongings-in-cubicle-video-id988-86_4.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/arresting/getty-aerial-view-of-man-taken-into-custody-after-bank-robbery-bomb-threat-video-id494655522_15.mp4,91,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/instructing/getty-chinese-grandma-teaches-her-granddaughter-new-words-video-id640008786_4.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/instructing/getty-documentary-of-the-training-of-peking-opera-artists-from-beginning-to-video-id487731970_5.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/adult+female+singing/peeks-www_k_to_keek_vHfreab_18.mp4,91,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/racing/getty-marathon-police-lights-video-id473285613_14.mp4,91,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/kneeling/getty-fun-with-mom-hidden-in-boxes-video-id462631369_6.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/kissing/yt-k-kHMABQgFo_89.mp4,91,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/drying/getty-natural-drying-by-sunlight-mien-noodles-females-nr-hanoi-north-video-id606398589_3.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/waving/giphy-qqOKAPe4Ud8OI_0.mp4,88,2,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/weeding/yt-0_rA3wkGSm0_122.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/handwriting/getty-hand-writing-video-id496748186_16.mp4,72,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/handwriting/yt-jlNW_Pj4bgI_15.mp4,72,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/stacking/yt-vLzgmszCcs8_394.mp4,46,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/stacking/yt-6sboi4evh4E_350.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/stacking/yt-7Gdd_3zStck_37.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/placing/getty-asian-woman-applying-lipstick-video-id641369460_1.mp4,75,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/paying/getty-sexy-attractive-good-looking-young-blonde-woman-in-black-dress-paying-video-id600203520_1.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/flying/flickr-3-8-8-2-1-3-4-7-15138821347_13.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/flying/flickr-7-2-4-4-8-2-6-0-16072448260_24.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/gambling/getty-german-boxer-playing-poker-video-id163958717_1.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/dragging/getty-ant-drags-something-to-the-anthill-video-id106892629_2.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/taping/yt-bPfFtuc3XNs_209.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/storming/getty-betel-leaves-watering-video-id647958158_7.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/saluting/yt-Y7hKXqSUUxI_179.mp4,72,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/launching/getty-commercial-jetliner-taking-off-into-evening-sky-video-id640164973_1.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/spraying/getty-farmer-spraying-water-on-plants-in-greenhouse-video-id542355444_4.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/colliding/giphy-xTiTnGfys7KqNmahlS_2.mp4,75,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/buttoning/yt-X91mzIPqGHY_36.mp4,75,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/knitting/yt-_sbZL1qvLK0_965.mp4,72,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/queuing/getty-june-2016-an-aerial-view-of-vehicles-stuck-in-gridlock-kazi-nazrul-video-id543524348_6.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/shredding/yt-LTp-hmfMTRU_22.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/baking/getty-little-girl-preparing-muffins-video-id479958694_9.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/tearing/vb-happy-women-opening-box-with-gift-caucasian-adult-blonde-woman-sitting-with-friend-on-the-sofa-at-home-girls-laughing-in-flat-with-christmas-tree-happiness-on-new-years-party-reainf0-givpj0d4b_7.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/brushing/yt-MML5z_ITWG8_130.mp4,75,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/swerving/yt-KGHYT4aHB5g_107.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/hunting/flickr-0-6-8-5-4-3-4-4-4606854344_1.mp4,91,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/playing/5-0-0-7-5-5-9-7-15650075597_40.mp4,91,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/bowing/getty-man-shooting-pool-at-nightclub-video-id526769443_3.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/bathing/giphy-hpMOjihJu4lX2_3.mp4,75,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/bathing/giphy-DtWRNT4M9ym6Q_0.mp4,30,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/feeding/flickr-7-8-9-3-8-8-7-5-6978938875_5.mp4,91,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/feeding/yt-7juMxJjxO6M_19.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/boiling/getty-shot-of-boiling-meat-broth-and-adding-two-piece-of-radish-to-make-video-id496896138_21.mp4,72,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/boiling/getty-seafood-stall-hong-kong-video-id831684284_4.mp4,75,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/boiling/giphy-PCVz84SENbeDu_6.mp4,75,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/sailing/getty-white-beach-afternoon-video-id494935240_3.mp4,72,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/sailing/getty-white-beach-video-id493104796_11.mp4,72,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/welding/getty-welding-work-video-id665918848_1.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/chasing/vine-Beagles-chasing-a-laser-hahaha-hQiYXAUDzgz_2.mp4,89,2,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/assembling/meta-688521_64.mp4,91,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/laughing/yt-nGLWLH8pb-w_205.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/laughing/yt-rFwxCYnVv5A_25.mp4,91,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/balancing/getty-boy-balancing-milk-bottle-video-id581793286_13.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/grooming/getty-woman-applies-concealerhighlighter-pen-to-under-eye-video-id646422955_3.mp4,75,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/unloading/getty-farmer-working-early-in-the-morning-video-id460811842_7.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/frying/getty-donut-video-id477750346_15.mp4,91,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/rinsing/yt--1HAdbmOznM_96.mp4,91,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/playing+music/yt-OIjQlKZJN34_35.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/clapping/yt-E_lO4MUXNIY_5.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/clapping/getty-baby-girl-climbing-up-and-playing-at-the-top-of-a-small-set-of-stairs-video-id484045438_4.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/hitchhiking/vb-man-stay-at-road-with-thumb-up-in-summer-sunny-day-hitchhiking-traveler-transportation-sagpc0wmjisgg38sc_1.mp4,72,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/hitchhiking/yt-xdWPDygPcWc_21.mp4,91,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/climbing/flickr-8-7-2-6-3-3-8-8-9187263388_20.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/peeling/getty-corn-video-id472532799_9.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/swimming/yt-vceKCgkc9SE_124.mp4,91,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/swimming/getty-large-arapaima-under-water-video-id592036990_6.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/asking/getty-house-minority-leader-nancy-pelosi-of-california-responds-to-a-on-video-id526772926_192.mp4,92,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/fueling/getty-down-the-gasoline-trail-1-of-8-video-idmr_00050089_37.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/tuning/vb-Mechanic-is-Repairing-and-Service-Carburetor--9qp0mJ_1.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/tuning/vb-Radio-old-retro-tuning-detail-Detail-close-up-of-a-mans-hand-turning-the-dial-on-an-old-vintage-radio-Concept-look-for-good-music-find-a-station-listen-to-the-news-remember-the-past-Color-version-1J3UXTT_15.mp4,75,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/floating/getty-beautiful-caucasian-woman-in-bikini-floating-in-tropical-waters-in-video-id139267845_2.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/wrapping/yt-aw5CH3gpIbY_161.mp4,91,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/wrapping/yt-YcIKoH4t-QA_38.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/watering/getty-shot-of-hands-watering-pot-plant-esteponaespana-malaga-spain-video-id493669073_13.mp4,72,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/sitting/giphy-l0HlBM7RDi6jyi59e_1.mp4,75,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/diving/getty-dolphin-swimming-close-to-camera-video-id636312218_2.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/diving/flickr-7-6-2-2-5-0-5-8-9476225058_27.mp4,72,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/diving/yt-OZ-24VhJp-A_28.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/screwing/vb-Man-in-overalls-unscrews-the-screw-and-remove-the-lid-from-the-air-conditioner-JlvKGMI_4.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/hitting/giphy-l2Je2O6LiNrNCLriM_0.mp4,75,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/squinting/yt-n4RIUwzk-o0_71.mp4,73,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/squinting/yt-nv4mC-kqA_s_2.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/squinting/yt-OI9CkKF8zM4_7.mp4,75,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/stirring/yt-3MCW-PoD9cI_63.mp4,91,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/dining/getty-boy-eating-ice-cream-with-raspberries-video-id543713042_12.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/dining/flickr-2-9-5-5-7-9-4-2-6029557942_1.mp4,73,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/dining/getty-disappointed-woman-waiting-for-date-in-restaurant-video-id166104421_14.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/filling/getty-unloading-wheat-video-id803358844_2.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/punting/yt-Wuynla8cLS8_7.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/punting/yt-3t-iMvCcXu4_170.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/punting/yt-NQy2ohW9OaI_94.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/punting/yt-vy2dKstVosM_9.mp4,72,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/playing+sports/getty-road-cyclist-in-a-race-through-the-city-video-id506019700_11.mp4,72,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/stretching/getty-young-woman-exercises-for-the-hips-video-id598749824_8.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/stretching/vine-M1xZL6qH031_1.mp4,72,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/preaching/yt-uI-1lWvt4DA_10.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/mopping/yt--1W1ucrhd3k_1.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/mopping/yt-jHRf16aNOxk_198.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/mopping/yt-IdG3UPXRtio_100.mp4,91,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/marrying/getty-newlyweds-groom-horace-d-taft-bride-mary-jane-badger-taft-in-wedding-video-id834564764_32.mp4,73,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/marrying/vb-just-married-couple-posing-and-kissing-with-friends-srer-ch1xiuph4gky_4.mp4,75,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/marrying/vine-marrying-harry-MTuLYJUTHX9_3.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/snapping/yt-RAPSx1HKZcs_4.mp4,89,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/knocking/flickr-9-5-2-3-2-6-3-3-2395232633_2.mp4,91,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/speaking/7-7-2-7-2-3-6-3-8677272363_14.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/boarding/getty-time-lapse-of-a-fast-train-arriving-and-halting-at-railway-station-video-id515204512_15.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/boarding/flickr-9-3-4-9-4-2-2-8-5393494228_1.mp4,91,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/skiing/getty-female-biathlon-athlete-crossing-the-finish-line-first-video-id481224542_14.mp4,91,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/skiing/flickr-8-4-7-1-2-6-1-0-5584712610_32.mp4,76,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/eating/flickr-7-7-7-8-6-0-8-7-8477786087_24.mp4,76,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/eating/flickr-7-7-4-7-3-5-0-4-5877473504_4.mp4,91,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/driving/yt-_HHCE1LEUqU_144.mp4,75,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/giggling/getty-baby-girl-laughing-and-having-fun-on-a-bed-inside-a-home-video-id481265462_1.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/giggling/yt-OXZBS1bj_0U_12.mp4,87,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/grilling/getty-unhealthy-but-tasty-video-id678513754_10.mp4,75,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/wetting/getty-sprinkler-video-id453401937_2.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/plunging/getty-four-businessmen-race-on-multicoloured-space-hoppers-on-the-floor-of-video-iddv1423014_4.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/plunging/getty-colored-paint-splashes-in-slow-motion-video-id643379342_12.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/plunging/getty-sunset-with-group-of-spinner-dolphins-swimming-towards-camera-video-id691482891_1.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/cutting/yt-_GlSImW_jA8_477.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/baptizing/yt-fnmrlWfWvlM_9.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/baptizing/yt-doB4VweyiMo_236.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/crawling/yt-2yAWjVCT1VQ_11.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/reaching/getty-high-angle-medium-shot-two-women-roller-skating-in-roller-derby-one-video-id826-2_8.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/reaching/getty-young-woman-hiking-reaches-mountain-top-outstretches-arms-video-id641633826_9.mp4,72,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/reaching/getty-super-slowmo-gymnast-jumping-on-ring-grips-video-id473174521_8.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/building/flickr-0-7-3-6-8-4-4-0-2807368440_35.mp4,91,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/hiking/flickr-6-4-4-7-6-4-3-1-3164476431_30.mp4,91,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/sawing/getty-male-hands-cutting-piece-of-bamboo-pole-by-saw-pabna-bangladesh-video-id450347223_22.mp4,89,2,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/poking/yt-ASV8gmpEgrY_52.mp4,88,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/bubbling/giphy-DSfQ8DnlKIBKE_1.mp4,100,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/spilling/getty-milk-pouring-into-glass-slow-motion-video-id638831258_17.mp4,89,2,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/operating/getty-computer-network-server-operating-closeup-video-id537911132_9.mp4,90,3,2
data/MVBench/video/Moments_in_Time_Raw/videos/validation/winking/vine-feastings-miscafujin-winking-tutorial-h2W9zbWlXeW_3.mp4,74,3,2
data/MVBench/video/scene_qa/video/Top091_07780.mp4,600,20,11
data/MVBench/video/scene_qa/video/Top040_03425.mp4,600,20,12
data/MVBench/video/scene_qa/video/Top009_01745.mp4,600,20,11
data/MVBench/video/scene_qa/video/Top069_00320.mp4,600,20,11
data/MVBench/video/scene_qa/video/Top051_09070.mp4,600,20,12
data/MVBench/video/scene_qa/video/Top083_01875.mp4,600,20,11
data/MVBench/video/scene_qa/video/Top042_08875.mp4,600,20,10
data/MVBench/video/scene_qa/video/Top009_05045.mp4,600,20,12
data/MVBench/video/scene_qa/video/Top103_00915.mp4,600,20,11
data/MVBench/video/scene_qa/video/Top024_04925.mp4,600,20,10
data/MVBench/video/scene_qa/video/Top014_02195.mp4,600,20,10
data/MVBench/video/scene_qa/video/Top064_06035.mp4,600,20,11
data/MVBench/video/scene_qa/video/Top097_01280.mp4,600,20,11
data/MVBench/video/scene_qa/video/Top122_03820.mp4,600,20,11
data/MVBench/video/scene_qa/video/Top006_01500.mp4,600,20,10
data/MVBench/video/scene_qa/video/Top019_01100.mp4,600,20,11
data/MVBench/video/scene_qa/video/Top135_02935.mp4,600,20,10
data/MVBench/video/scene_qa/video/Top073_02060.mp4,600,20,11
data/MVBench/video/scene_qa/video/Top103_07065.mp4,600,20,11
data/MVBench/video/scene_qa/video/Top077_03460.mp4,600,20,10
data/MVBench/video/scene_qa/video/Top046_05685.mp4,600,20,11
data/MVBench/video/scene_qa/video/Top091_00995.mp4,600,20,11
